stem,image,width_px,height_px,bbox_count
CH240-65-_jpg.rf.0a12ba73672ac932bf93ad4c4ab951ff,train\images\CH240-65-_jpg.rf.0a12ba73672ac932bf93ad4c4ab951ff.jpg,640,640,53
CH240-66-_jpg.rf.dc8d12c2bfefd8bcad04438a9b6a5013,train\images\CH240-66-_jpg.rf.dc8d12c2bfefd8bcad04438a9b6a5013.jpg,640,640,53
CH240-67-_jpg.rf.0dab66e8342c8d9eea39c664dc36c2c6,train\images\CH240-67-_jpg.rf.0dab66e8342c8d9eea39c664dc36c2c6.jpg,640,640,53
CH240-68-_jpg.rf.717970577038e130c16fe734cff155d9,train\images\CH240-68-_jpg.rf.717970577038e130c16fe734cff155d9.jpg,640,640,54
CH240-69-_jpg.rf.27b81219e3083e6890449c132fcc37bf,train\images\CH240-69-_jpg.rf.27b81219e3083e6890449c132fcc37bf.jpg,640,640,54
CH240-7-_jpg.rf.263621bc6a6a6dfb4e9ccc7669aee28b,train\images\CH240-7-_jpg.rf.263621bc6a6a6dfb4e9ccc7669aee28b.jpg,640,640,50
CH240-70-_jpg.rf.005d64bddd817a21706f82e42477f0d8,train\images\CH240-70-_jpg.rf.005d64bddd817a21706f82e42477f0d8.jpg,640,640,52
CH240-71-_jpg.rf.32e3e413faeb3ed957d212753e5e5d3e,train\images\CH240-71-_jpg.rf.32e3e413faeb3ed957d212753e5e5d3e.jpg,640,640,55
CH240-72-_jpg.rf.3c9ae35ffdc9aa80c970414491ba9f76,train\images\CH240-72-_jpg.rf.3c9ae35ffdc9aa80c970414491ba9f76.jpg,640,640,53
CH240-73-_jpg.rf.86aaa26da049104433b77449098d4a6a,train\images\CH240-73-_jpg.rf.86aaa26da049104433b77449098d4a6a.jpg,640,640,56
CH240-74-_jpg.rf.0a3b9ec0ab9467dd9881660323768938,train\images\CH240-74-_jpg.rf.0a3b9ec0ab9467dd9881660323768938.jpg,640,640,54
CH240-75-_jpg.rf.a2e4131ee5a81875ddfb94d4a64b67a1,train\images\CH240-75-_jpg.rf.a2e4131ee5a81875ddfb94d4a64b67a1.jpg,640,640,52
CH240-76-_jpg.rf.a427df448aa0332e7bf89d126164ad96,train\images\CH240-76-_jpg.rf.a427df448aa0332e7bf89d126164ad96.jpg,640,640,53
CH240-77-_jpg.rf.10ead1f86cf688859acf6d6033cadf4d,train\images\CH240-77-_jpg.rf.10ead1f86cf688859acf6d6033cadf4d.jpg,640,640,53
CH240-78-_jpg.rf.5f71bf3b4043db87cfea22640c326d07,train\images\CH240-78-_jpg.rf.5f71bf3b4043db87cfea22640c326d07.jpg,640,640,51
CH240-79-_jpg.rf.8fca2f7fa1a8db33cad52b5f1905305d,train\images\CH240-79-_jpg.rf.8fca2f7fa1a8db33cad52b5f1905305d.jpg,640,640,51
CH240-8-_jpg.rf.9a995870e2f7e4c7bc45ebd48506a5ad,train\images\CH240-8-_jpg.rf.9a995870e2f7e4c7bc45ebd48506a5ad.jpg,640,640,52
CH240-80-_jpg.rf.4cc2f52d3fb8fdb189a68e95cc362cee,train\images\CH240-80-_jpg.rf.4cc2f52d3fb8fdb189a68e95cc362cee.jpg,640,640,52
CH240-81-_jpg.rf.480abe70cb0f0e385ed4c9b1cd06b837,train\images\CH240-81-_jpg.rf.480abe70cb0f0e385ed4c9b1cd06b837.jpg,640,640,52
CH240-82-_jpg.rf.8e7ffdd17dd0284400ba7646e391e33f,train\images\CH240-82-_jpg.rf.8e7ffdd17dd0284400ba7646e391e33f.jpg,640,640,54
CH240-83-_jpg.rf.04e317d47a682fe557cef510808bf0a9,train\images\CH240-83-_jpg.rf.04e317d47a682fe557cef510808bf0a9.jpg,640,640,53
CH240-84-_jpg.rf.16a27f4b5ba83df6e21a92a03d772213,train\images\CH240-84-_jpg.rf.16a27f4b5ba83df6e21a92a03d772213.jpg,640,640,53
CH240-85-_jpg.rf.69c5279361158cbfbe562b78f69de487,train\images\CH240-85-_jpg.rf.69c5279361158cbfbe562b78f69de487.jpg,640,640,51
CH240-86-_jpg.rf.34e9ea2bbaece8de9d50f422d8700bca,train\images\CH240-86-_jpg.rf.34e9ea2bbaece8de9d50f422d8700bca.jpg,640,640,52
CH240-87-_jpg.rf.71a0cee3ad439e841a3c6dfb30d8390e,train\images\CH240-87-_jpg.rf.71a0cee3ad439e841a3c6dfb30d8390e.jpg,640,640,51
CH240-88-_jpg.rf.b39f14c9ea021d0b2fe431b3703f6c04,train\images\CH240-88-_jpg.rf.b39f14c9ea021d0b2fe431b3703f6c04.jpg,640,640,53
CH240-89-_jpg.rf.1d9277603b4fbe2b1c785b1047c3f7e1,train\images\CH240-89-_jpg.rf.1d9277603b4fbe2b1c785b1047c3f7e1.jpg,640,640,50
CH240-9-_jpg.rf.897aed24c9ef78c53b00b7aca10f960f,train\images\CH240-9-_jpg.rf.897aed24c9ef78c53b00b7aca10f960f.jpg,640,640,51
CH240-90-_jpg.rf.2bbbdbc1e7a7e66ffc52f309bd432610,train\images\CH240-90-_jpg.rf.2bbbdbc1e7a7e66ffc52f309bd432610.jpg,640,640,56
CH240-91-_jpg.rf.cb4eaff7e80cf1f29c0b3848106195e8,train\images\CH240-91-_jpg.rf.cb4eaff7e80cf1f29c0b3848106195e8.jpg,640,640,54
CH240-92-_jpg.rf.b5914ebb3a87397db272f2bdf1e79a9e,train\images\CH240-92-_jpg.rf.b5914ebb3a87397db272f2bdf1e79a9e.jpg,640,640,54
CH240-93-_jpg.rf.b882ca70ff49e4d32aeaaaf58fac8f2c,train\images\CH240-93-_jpg.rf.b882ca70ff49e4d32aeaaaf58fac8f2c.jpg,640,640,52
CH240-94-_jpg.rf.b94306bf653963ed279780854228cf4a,train\images\CH240-94-_jpg.rf.b94306bf653963ed279780854228cf4a.jpg,640,640,53
CH240-95-_jpg.rf.1028b93985c71727c514b4f42419724d,train\images\CH240-95-_jpg.rf.1028b93985c71727c514b4f42419724d.jpg,640,640,53
CH240-96-_jpg.rf.53038892953c9c2fb0f35bd252daa598,train\images\CH240-96-_jpg.rf.53038892953c9c2fb0f35bd252daa598.jpg,640,640,52
CH240-97-_jpg.rf.5556db904783d0f6c3e18b238cfc665d,train\images\CH240-97-_jpg.rf.5556db904783d0f6c3e18b238cfc665d.jpg,640,640,52
CH240-98-_jpg.rf.a9c71f22b75f2c0d04ddbbfaf7d849d1,train\images\CH240-98-_jpg.rf.a9c71f22b75f2c0d04ddbbfaf7d849d1.jpg,640,640,53
CH240-99-_jpg.rf.03489cc357831c3bbe67bfe57d6be98d,train\images\CH240-99-_jpg.rf.03489cc357831c3bbe67bfe57d6be98d.jpg,640,640,50
