stem,image,width_px,height_px,bbox_count
frame4_jpg.rf.a2189873f2b7d459efc6ecd1bd65c277,train\images\frame4_jpg.rf.a2189873f2b7d459efc6ecd1bd65c277.jpg,1758,988,132
frame4_jpg.rf.f127b13adc75c3dbe790bcca90a0c944,train\images\frame4_jpg.rf.f127b13adc75c3dbe790bcca90a0c944.jpg,1498,842,44
frame4_jpg.rf.f1b0bb6eacd0e2ef8da79359d0ea5076,train\images\frame4_jpg.rf.f1b0bb6eacd0e2ef8da79359d0ea5076.jpg,1860,1046,122
frame50_jpg.rf.b88f8a68d3a42dc0b8d30de812481a50,test\images\frame50_jpg.rf.b88f8a68d3a42dc0b8d30de812481a50.jpg,1920,1080,98
frame51_jpg.rf.00bd090479405f1af238b612d66a8cce,train\images\frame51_jpg.rf.00bd090479405f1af238b612d66a8cce.jpg,1396,786,77
frame51_jpg.rf.2acc591a3efcdcc5dd0af0b7d9874bf5,train\images\frame51_jpg.rf.2acc591a3efcdcc5dd0af0b7d9874bf5.jpg,1810,1018,92
frame51_jpg.rf.711249ab9a83d003272a5af055db01fb,valid\images\frame51_jpg.rf.711249ab9a83d003272a5af055db01fb.jpg,1920,1080,90
frame51_jpg.rf.72ab9e772f347832bb01c84145bf2605,train\images\frame51_jpg.rf.72ab9e772f347832bb01c84145bf2605.jpg,1498,842,53
frame52_jpg.rf.bf3c944420388c7a926bab14280bb030,train\images\frame52_jpg.rf.bf3c944420388c7a926bab14280bb030.jpg,1486,836,68
frame52_jpg.rf.eff9281ccaad3a5ff8b5ac01f2d5244e,train\images\frame52_jpg.rf.eff9281ccaad3a5ff8b5ac01f2d5244e.jpg,1582,890,78
frame52_jpg.rf.fd617124686bfe5454c68a12eb0cd71e,train\images\frame52_jpg.rf.fd617124686bfe5454c68a12eb0cd71e.jpg,1810,1018,105
frame53_jpg.rf.0526806e4064cca5065a4654107e60b5,train\images\frame53_jpg.rf.0526806e4064cca5065a4654107e60b5.jpg,1422,800,77
frame53_jpg.rf.3343bd50b19f0c7eba5c64d4c472b3a0,train\images\frame53_jpg.rf.3343bd50b19f0c7eba5c64d4c472b3a0.jpg,1758,988,140
frame53_jpg.rf.39b3d12232a0178092083317a69b300a,train\images\frame53_jpg.rf.39b3d12232a0178092083317a69b300a.jpg,1694,952,111
frame53_jpg.rf.6e3fa142f9e30c7e8d8a2b16a5f3ac77,test\images\frame53_jpg.rf.6e3fa142f9e30c7e8d8a2b16a5f3ac77.jpg,1920,1080,81
frame54_jpg.rf.69c45ab21c929a8dc852c36c18b48308,train\images\frame54_jpg.rf.69c45ab21c929a8dc852c36c18b48308.jpg,1800,1012,120
frame54_jpg.rf.838db72b8ec64c5b9ef8e1852b2ceec3,train\images\frame54_jpg.rf.838db72b8ec64c5b9ef8e1852b2ceec3.jpg,1384,778,70
frame54_jpg.rf.960794c801f55f334d66ff909f2fc244,train\images\frame54_jpg.rf.960794c801f55f334d66ff909f2fc244.jpg,1684,946,86
frame55_jpg.rf.492d9e3c50f11ee2195ac2456001cb48,valid\images\frame55_jpg.rf.492d9e3c50f11ee2195ac2456001cb48.jpg,1920,1080,97
frame56_jpg.rf.1742a80803f9eaff57fdcc76d07c1d71,train\images\frame56_jpg.rf.1742a80803f9eaff57fdcc76d07c1d71.jpg,1880,1058,138
frame56_jpg.rf.c1ef7ab4d726d87819503ff303decfa3,train\images\frame56_jpg.rf.c1ef7ab4d726d87819503ff303decfa3.jpg,1436,808,100
frame56_jpg.rf.fbb006f5367b1e9efd6f3837f1ef036b,valid\images\frame56_jpg.rf.fbb006f5367b1e9efd6f3837f1ef036b.jpg,1920,1080,80
frame57_jpg.rf.60c191b1a351844f49ae3b1fde3224b8,train\images\frame57_jpg.rf.60c191b1a351844f49ae3b1fde3224b8.jpg,1474,828,66
frame57_jpg.rf.8c14f91a914c705748e01249ba7d383a,train\images\frame57_jpg.rf.8c14f91a914c705748e01249ba7d383a.jpg,1770,994,108
frame57_jpg.rf.95e4ea60b827e0d89993dec815aa1b5e,train\images\frame57_jpg.rf.95e4ea60b827e0d89993dec815aa1b5e.jpg,1628,916,109
frame57_jpg.rf.ae3d82a35ee68b97a38b6b9208a4cd19,train\images\frame57_jpg.rf.ae3d82a35ee68b97a38b6b9208a4cd19.jpg,1640,922,102
frame57_jpg.rf.f5198f71e99d1223bad066e005f304a5,train\images\frame57_jpg.rf.f5198f71e99d1223bad066e005f304a5.jpg,1684,946,118
frame58_jpg.rf.23fa42622b5694f1b74e50a289f84efd,valid\images\frame58_jpg.rf.23fa42622b5694f1b74e50a289f84efd.jpg,1920,1080,94
frame58_jpg.rf.5f61b00e9e7393002b117be39422aa54,train\images\frame58_jpg.rf.5f61b00e9e7393002b117be39422aa54.jpg,1770,994,118
frame58_jpg.rf.9f2862b5ed95aa723d9083d23ded01c6,train\images\frame58_jpg.rf.9f2862b5ed95aa723d9083d23ded01c6.jpg,1486,836,74
frame58_jpg.rf.a068f833327f3e3ebef2ea62817eae1f,train\images\frame58_jpg.rf.a068f833327f3e3ebef2ea62817eae1f.jpg,1462,822,80
frame59_jpg.rf.db7b2a4560915b4882cca98d421af10b,test\images\frame59_jpg.rf.db7b2a4560915b4882cca98d421af10b.jpg,1920,1080,98
frame5_jpg.rf.40af6ae803b0effafcca55b22b1e5d26,train\images\frame5_jpg.rf.40af6ae803b0effafcca55b22b1e5d26.jpg,1422,800,77
frame5_jpg.rf.44287319ef680fe4ec8a5c33879968b3,train\images\frame5_jpg.rf.44287319ef680fe4ec8a5c33879968b3.jpg,1780,1000,117
frame5_jpg.rf.4e412cb47ba0f2f4f799cbd4b8646c99,train\images\frame5_jpg.rf.4e412cb47ba0f2f4f799cbd4b8646c99.jpg,1910,1074,144
frame5_jpg.rf.5a92609064da5f92f1724b6f8226b19e,train\images\frame5_jpg.rf.5a92609064da5f92f1724b6f8226b19e.jpg,1546,870,98
frame5_jpg.rf.69180fed77010f9f0e6441cdb99c9382,train\images\frame5_jpg.rf.69180fed77010f9f0e6441cdb99c9382.jpg,1410,792,87
frame5_jpg.rf.8a26ae63eb61fa102f1071bb96427100,train\images\frame5_jpg.rf.8a26ae63eb61fa102f1071bb96427100.jpg,1880,1058,139
frame5_jpg.rf.93e452668decc85d9dc36f6ff1970468,train\images\frame5_jpg.rf.93e452668decc85d9dc36f6ff1970468.jpg,1436,808,112
frame5_jpg.rf.b3e69fc2199d268042511efed19f9ce3,train\images\frame5_jpg.rf.b3e69fc2199d268042511efed19f9ce3.jpg,1616,910,83
frame5_jpg.rf.df18f1656cc2bfd71661831dd224972c,train\images\frame5_jpg.rf.df18f1656cc2bfd71661831dd224972c.jpg,1706,958,94
frame60_jpg.rf.10c16cba248d0741a4a86428d61c23cd,test\images\frame60_jpg.rf.10c16cba248d0741a4a86428d61c23cd.jpg,1920,1080,93
frame61_jpg.rf.2fdee002a4ca9c1112e2028c2160ade2,train\images\frame61_jpg.rf.2fdee002a4ca9c1112e2028c2160ade2.jpg,1498,842,58
frame61_jpg.rf.3daa3393d4c86fc30b333fa310c16cbb,train\images\frame61_jpg.rf.3daa3393d4c86fc30b333fa310c16cbb.jpg,1910,1074,132
frame61_jpg.rf.4545bef3753b75553dd02ff932d124f6,train\images\frame61_jpg.rf.4545bef3753b75553dd02ff932d124f6.jpg,1606,902,93
frame61_jpg.rf.49832ed468e24eee0cd2f14696c301b0,train\images\frame61_jpg.rf.49832ed468e24eee0cd2f14696c301b0.jpg,1650,928,85
frame61_jpg.rf.7d8bbc3735f58c04f9d3eb52ae33b9a7,train\images\frame61_jpg.rf.7d8bbc3735f58c04f9d3eb52ae33b9a7.jpg,1810,1018,107
frame61_jpg.rf.a0be2743734a0e5b9fe888c84e30839d,train\images\frame61_jpg.rf.a0be2743734a0e5b9fe888c84e30839d.jpg,1486,836,69
frame62_jpg.rf.a5f95efc39996914793e415c49954f8b,train\images\frame62_jpg.rf.a5f95efc39996914793e415c49954f8b.jpg,1582,890,62
frame62_jpg.rf.b10bd5a8ced1779e3a846b930927bba8,train\images\frame62_jpg.rf.b10bd5a8ced1779e3a846b930927bba8.jpg,1650,928,102
frame62_jpg.rf.df5b1ce7dfd8b9c4b0c619061135eafc,train\images\frame62_jpg.rf.df5b1ce7dfd8b9c4b0c619061135eafc.jpg,1384,778,53
frame63_jpg.rf.2bc39986dbd537bccb2d68c1d423f1a1,train\images\frame63_jpg.rf.2bc39986dbd537bccb2d68c1d423f1a1.jpg,1910,1074,125
frame63_jpg.rf.5faa8056445d1dc3efc5bff20794ef1f,train\images\frame63_jpg.rf.5faa8056445d1dc3efc5bff20794ef1f.jpg,1486,836,74
frame63_jpg.rf.b293cbca2b589a0bd34da4e3cd2fbd49,train\images\frame63_jpg.rf.b293cbca2b589a0bd34da4e3cd2fbd49.jpg,1628,916,63
frame64_jpg.rf.94b0c5aff45dc6c521f43c59da590a3f,train\images\frame64_jpg.rf.94b0c5aff45dc6c521f43c59da590a3f.jpg,1900,1068,138
frame64_jpg.rf.9eb989123e797635c5053f7be42e32b2,train\images\frame64_jpg.rf.9eb989123e797635c5053f7be42e32b2.jpg,1850,1040,130
frame64_jpg.rf.f65c0238e3c461dfdab7509e323caaab,train\images\frame64_jpg.rf.f65c0238e3c461dfdab7509e323caaab.jpg,1920,1080,109
frame65_jpg.rf.4c8d40263270c0fafea0b79280aaf3a3,train\images\frame65_jpg.rf.4c8d40263270c0fafea0b79280aaf3a3.jpg,1694,952,88
frame65_jpg.rf.682a956c22f1ee3bfc1c1d6612eae9c5,train\images\frame65_jpg.rf.682a956c22f1ee3bfc1c1d6612eae9c5.jpg,1448,814,83
frame65_jpg.rf.8746b019485f15c1ee0c3753ecacf34b,train\images\frame65_jpg.rf.8746b019485f15c1ee0c3753ecacf34b.jpg,1640,922,96
frame65_jpg.rf.cd9106b66aef0dda1cc14981368a9fb5,test\images\frame65_jpg.rf.cd9106b66aef0dda1cc14981368a9fb5.jpg,1920,1080,102
frame66_jpg.rf.4cfca8a9027b95438d565999451a8727,train\images\frame66_jpg.rf.4cfca8a9027b95438d565999451a8727.jpg,1462,822,75
frame66_jpg.rf.84097aaa7b4750b4a8be9bf92adf9849,train\images\frame66_jpg.rf.84097aaa7b4750b4a8be9bf92adf9849.jpg,1628,916,56
frame66_jpg.rf.cb952e5f80a2e6b442d67812b24639ca,train\images\frame66_jpg.rf.cb952e5f80a2e6b442d67812b24639ca.jpg,1570,884,97
frame67_jpg.rf.20727094012609423a9440c72f8598a6,test\images\frame67_jpg.rf.20727094012609423a9440c72f8598a6.jpg,1920,1080,59
frame68_jpg.rf.1ee966ee0d6b742523d122ce0737ef33,train\images\frame68_jpg.rf.1ee966ee0d6b742523d122ce0737ef33.jpg,1522,856,67
frame68_jpg.rf.5523646bc52186c2d6ed1bb9476d211c,train\images\frame68_jpg.rf.5523646bc52186c2d6ed1bb9476d211c.jpg,1820,1024,113
frame68_jpg.rf.ec458b3e6c0ee0d2138580bd3e52596f,train\images\frame68_jpg.rf.ec458b3e6c0ee0d2138580bd3e52596f.jpg,1860,1046,82
frame69_jpg.rf.32d516d799f39d89a6975d8997ee0f99,train\images\frame69_jpg.rf.32d516d799f39d89a6975d8997ee0f99.jpg,1662,934,89
frame69_jpg.rf.999c2d28ac5a14ea96e3309de7b1e787,train\images\frame69_jpg.rf.999c2d28ac5a14ea96e3309de7b1e787.jpg,1522,856,72
frame69_jpg.rf.afea1ab2f6f727475473fbbdbe19256a,train\images\frame69_jpg.rf.afea1ab2f6f727475473fbbdbe19256a.jpg,1616,910,64
frame6_jpg.rf.1be5e6196120a42d2ae84e78d37d6445,train\images\frame6_jpg.rf.1be5e6196120a42d2ae84e78d37d6445.jpg,1396,786,53
frame6_jpg.rf.9f3db70be61233925c8e2bfd1d4e25b1,train\images\frame6_jpg.rf.9f3db70be61233925c8e2bfd1d4e25b1.jpg,1684,946,88
frame6_jpg.rf.cd72707d1943953f051bb8d777d95ab5,train\images\frame6_jpg.rf.cd72707d1943953f051bb8d777d95ab5.jpg,1558,876,79
frame70_jpg.rf.72e69ec3eea009c0e29ce9cfc79aa72a,test\images\frame70_jpg.rf.72e69ec3eea009c0e29ce9cfc79aa72a.jpg,1920,1080,89
frame71_jpg.rf.af38d294fcc49b4cc2f843dc6f264b4f,train\images\frame71_jpg.rf.af38d294fcc49b4cc2f843dc6f264b4f.jpg,1770,994,78
frame71_jpg.rf.ba73314d2162d63408f69c85ca77e0cf,train\images\frame71_jpg.rf.ba73314d2162d63408f69c85ca77e0cf.jpg,1820,1024,114
frame71_jpg.rf.ccc4837e891f4e3d62c0e0f9fb74ae18,train\images\frame71_jpg.rf.ccc4837e891f4e3d62c0e0f9fb74ae18.jpg,1662,934,113
frame72_jpg.rf.7245d05c4d62c8ecf3c643bf0ecc94f6,test\images\frame72_jpg.rf.7245d05c4d62c8ecf3c643bf0ecc94f6.jpg,1920,1080,118
frame73_jpg.rf.a29d28424ba8a6941d66670669a11205,test\images\frame73_jpg.rf.a29d28424ba8a6941d66670669a11205.jpg,1920,1080,93
frame74_jpg.rf.01994a537ea4463cdbc0bafc3689f75a,train\images\frame74_jpg.rf.01994a537ea4463cdbc0bafc3689f75a.jpg,1616,910,69
frame74_jpg.rf.a65e3d6b6e06951dec3cead0f5fb7635,train\images\frame74_jpg.rf.a65e3d6b6e06951dec3cead0f5fb7635.jpg,1370,770,46
frame74_jpg.rf.e134bca6aad57cb706c673e994247910,train\images\frame74_jpg.rf.e134bca6aad57cb706c673e994247910.jpg,1370,770,94
frame75_jpg.rf.3b20e8d31c0f30da52437170a44a3ae8,train\images\frame75_jpg.rf.3b20e8d31c0f30da52437170a44a3ae8.jpg,1770,994,81
frame75_jpg.rf.40b8a9a1afc89d4f49d134f2863db9e8,train\images\frame75_jpg.rf.40b8a9a1afc89d4f49d134f2863db9e8.jpg,1498,842,72
frame75_jpg.rf.ab0b3c7d582753f3588f8928ed9120dd,train\images\frame75_jpg.rf.ab0b3c7d582753f3588f8928ed9120dd.jpg,1396,786,55
frame76_jpg.rf.d697d4ad412747df88c4e643f1679856,train\images\frame76_jpg.rf.d697d4ad412747df88c4e643f1679856.jpg,1890,1062,63
frame76_jpg.rf.e0e840a8d2d4778dff379cb8c765f0a4,train\images\frame76_jpg.rf.e0e840a8d2d4778dff379cb8c765f0a4.jpg,1800,1012,99
frame76_jpg.rf.e38d561c5a89231bb500bc9ada50fb52,train\images\frame76_jpg.rf.e38d561c5a89231bb500bc9ada50fb52.jpg,1910,1074,128
frame77_jpg.rf.5d2e5aacd029d01bc20231e37ded022a,train\images\frame77_jpg.rf.5d2e5aacd029d01bc20231e37ded022a.jpg,1410,792,50
frame77_jpg.rf.d15f684ed4d134f34c3d6c0367923698,train\images\frame77_jpg.rf.d15f684ed4d134f34c3d6c0367923698.jpg,1474,828,67
frame77_jpg.rf.d758c8e66491505cfa96b5ce9c2b215c,train\images\frame77_jpg.rf.d758c8e66491505cfa96b5ce9c2b215c.jpg,1860,1046,105
frame78_jpg.rf.8063d03fdbd0a095cb3eda284a9e13a8,train\images\frame78_jpg.rf.8063d03fdbd0a095cb3eda284a9e13a8.jpg,1640,922,78
frame78_jpg.rf.c268ef7842dce45432254bc6bfb0221c,train\images\frame78_jpg.rf.c268ef7842dce45432254bc6bfb0221c.jpg,1770,994,114
frame78_jpg.rf.eb9cb8b02d37f7265f69a7ae30e6eabe,train\images\frame78_jpg.rf.eb9cb8b02d37f7265f69a7ae30e6eabe.jpg,1448,814,66
frame79_jpg.rf.8ebad43ac3875aa92a309ceeb1e854cf,test\images\frame79_jpg.rf.8ebad43ac3875aa92a309ceeb1e854cf.jpg,1920,1080,95
frame7_jpg.rf.046b481a94ca80a3f84dae4ae7bd899a,train\images\frame7_jpg.rf.046b481a94ca80a3f84dae4ae7bd899a.jpg,1880,1058,120
frame7_jpg.rf.12a52d98bb0ea944ae4895646a1b5f72,train\images\frame7_jpg.rf.12a52d98bb0ea944ae4895646a1b5f72.jpg,1706,958,102
frame7_jpg.rf.2a74ec2075970e2a3595f8814d2dffc0,train\images\frame7_jpg.rf.2a74ec2075970e2a3595f8814d2dffc0.jpg,1706,958,103
frame7_jpg.rf.7d1a1fe8ac41cff9a9fc47ceaaceb0d0,train\images\frame7_jpg.rf.7d1a1fe8ac41cff9a9fc47ceaaceb0d0.jpg,1900,1068,121
frame7_jpg.rf.b8eea0f1f473dd90f9f28ddfc62a4691,train\images\frame7_jpg.rf.b8eea0f1f473dd90f9f28ddfc62a4691.jpg,1384,778,59
frame7_jpg.rf.bfd68b1384066b79f2e76fa1ea582f1b,train\images\frame7_jpg.rf.bfd68b1384066b79f2e76fa1ea582f1b.jpg,1790,1006,119
frame80_jpg.rf.0fb44acd7cb4dc27e4db627d147035af,test\images\frame80_jpg.rf.0fb44acd7cb4dc27e4db627d147035af.jpg,1920,1080,104
frame81_jpg.rf.3c105772aeff1c617262e80da41080a8,train\images\frame81_jpg.rf.3c105772aeff1c617262e80da41080a8.jpg,1870,1052,121
frame81_jpg.rf.69c79651825854d85b6f8b2e545c8f5b,train\images\frame81_jpg.rf.69c79651825854d85b6f8b2e545c8f5b.jpg,1436,808,58
frame81_jpg.rf.71a2559dec6f74cbfe983379344f12c0,train\images\frame81_jpg.rf.71a2559dec6f74cbfe983379344f12c0.jpg,1672,940,82
frame82_jpg.rf.934ee9592aaaa677c7a95630bd1a2486,train\images\frame82_jpg.rf.934ee9592aaaa677c7a95630bd1a2486.jpg,1546,870,75
frame82_jpg.rf.b3b1c3efc4cc7289f7e8a4300fa2595d,train\images\frame82_jpg.rf.b3b1c3efc4cc7289f7e8a4300fa2595d.jpg,1448,814,77
frame82_jpg.rf.bbace01666dd44b9bdcf0fd96a15ddda,train\images\frame82_jpg.rf.bbace01666dd44b9bdcf0fd96a15ddda.jpg,1486,836,55
frame83_jpg.rf.980d95684552bb65516fc6c95fbef005,train\images\frame83_jpg.rf.980d95684552bb65516fc6c95fbef005.jpg,1474,828,84
frame83_jpg.rf.c73d2e49bfdcceb652e8731ba6ce76c9,train\images\frame83_jpg.rf.c73d2e49bfdcceb652e8731ba6ce76c9.jpg,1672,940,98
frame83_jpg.rf.cbc736703670442da1df5e3cc724a3d2,train\images\frame83_jpg.rf.cbc736703670442da1df5e3cc724a3d2.jpg,1728,972,84
frame84_jpg.rf.2b9d3231a66717dbb5353f1a46674e9a,train\images\frame84_jpg.rf.2b9d3231a66717dbb5353f1a46674e9a.jpg,1890,1062,118
frame84_jpg.rf.3be99501e30607fb976eafdc18a222b4,train\images\frame84_jpg.rf.3be99501e30607fb976eafdc18a222b4.jpg,1800,1012,92
frame84_jpg.rf.d69aca0e7defde5e31015df1c4d55469,train\images\frame84_jpg.rf.d69aca0e7defde5e31015df1c4d55469.jpg,1900,1068,106
frame85_jpg.rf.143bde4e5be7bc5c14584c388d57418d,valid\images\frame85_jpg.rf.143bde4e5be7bc5c14584c388d57418d.jpg,1920,1080,89
frame86_jpg.rf.27cdeb7acd217aba1db2dfeef2201539,train\images\frame86_jpg.rf.27cdeb7acd217aba1db2dfeef2201539.jpg,1356,762,27
frame86_jpg.rf.df70ec93d2235e526aec74297b41cef4,train\images\frame86_jpg.rf.df70ec93d2235e526aec74297b41cef4.jpg,1536,864,59
frame86_jpg.rf.f8751b98234f599256363d20f7103c11,train\images\frame86_jpg.rf.f8751b98234f599256363d20f7103c11.jpg,1706,958,128
frame87_jpg.rf.05900c83cd57a86e0e46309df2a5cd36,train\images\frame87_jpg.rf.05900c83cd57a86e0e46309df2a5cd36.jpg,1910,1074,96
frame87_jpg.rf.30cdb904450caa988ec0adfad058a4f3,train\images\frame87_jpg.rf.30cdb904450caa988ec0adfad058a4f3.jpg,1900,1068,84
frame87_jpg.rf.9fdd108e79de7f3087e8c461a54d0dfa,train\images\frame87_jpg.rf.9fdd108e79de7f3087e8c461a54d0dfa.jpg,1606,902,79
frame88_jpg.rf.cbb4a09416cd6b1da5fc1536b5c1a070,valid\images\frame88_jpg.rf.cbb4a09416cd6b1da5fc1536b5c1a070.jpg,1920,1080,89
frame89_jpg.rf.11678b4e00e3042d66ec32c61261ce3e,train\images\frame89_jpg.rf.11678b4e00e3042d66ec32c61261ce3e.jpg,1570,884,51
frame89_jpg.rf.51379e7e30bfbb033d7467e2241344c1,train\images\frame89_jpg.rf.51379e7e30bfbb033d7467e2241344c1.jpg,1672,940,74
frame89_jpg.rf.7d6041ef70b6c6a72c56ac4e96e0ebec,train\images\frame89_jpg.rf.7d6041ef70b6c6a72c56ac4e96e0ebec.jpg,1522,856,58
frame8_jpg.rf.03a3dd0e1b5efa739a52527e2d9c73b2,train\images\frame8_jpg.rf.03a3dd0e1b5efa739a52527e2d9c73b2.jpg,1486,836,112
frame8_jpg.rf.142b46c8d7c40679a7c32fb681d75a2c,train\images\frame8_jpg.rf.142b46c8d7c40679a7c32fb681d75a2c.jpg,1384,778,69
frame8_jpg.rf.216eca48e5621c7abff2dcbef71662b2,train\images\frame8_jpg.rf.216eca48e5621c7abff2dcbef71662b2.jpg,1770,994,120
frame8_jpg.rf.79b65ce86946907b137251b32635cd40,train\images\frame8_jpg.rf.79b65ce86946907b137251b32635cd40.jpg,1616,910,115
frame8_jpg.rf.8af2358fb6a281cb96933805e50d7f55,train\images\frame8_jpg.rf.8af2358fb6a281cb96933805e50d7f55.jpg,1840,1034,126
frame8_jpg.rf.8c75445598426a6b922bd0e18607be40,train\images\frame8_jpg.rf.8c75445598426a6b922bd0e18607be40.jpg,1738,976,82
frame8_jpg.rf.9760a196294d152b184c34a9e0eb82da,train\images\frame8_jpg.rf.9760a196294d152b184c34a9e0eb82da.jpg,1900,1068,123
frame8_jpg.rf.bb70fa77c4d3fa681692524b5fc101ff,train\images\frame8_jpg.rf.bb70fa77c4d3fa681692524b5fc101ff.jpg,1770,994,96
frame8_jpg.rf.bfd2583802410a523cc8f70c464404bd,train\images\frame8_jpg.rf.bfd2583802410a523cc8f70c464404bd.jpg,1640,922,81
frame90_jpg.rf.251d631e89b8e44ab6784f51af443654,train\images\frame90_jpg.rf.251d631e89b8e44ab6784f51af443654.jpg,1900,1068,130
frame90_jpg.rf.44986b5df79b849524cc69c6478e1052,train\images\frame90_jpg.rf.44986b5df79b849524cc69c6478e1052.jpg,1830,1030,92
frame90_jpg.rf.d9542e31585d3ef3d0cfc586467ea897,train\images\frame90_jpg.rf.d9542e31585d3ef3d0cfc586467ea897.jpg,1396,786,39
frame91_jpg.rf.2e02fcc927961d28fcaac6282f202ec0,train\images\frame91_jpg.rf.2e02fcc927961d28fcaac6282f202ec0.jpg,1422,800,52
frame91_jpg.rf.334658c5ed62f62b1e6fdd6614e74d0d,train\images\frame91_jpg.rf.334658c5ed62f62b1e6fdd6614e74d0d.jpg,1748,982,72
frame91_jpg.rf.3fdf2ba2a90f4a3c094ca7064e96c726,train\images\frame91_jpg.rf.3fdf2ba2a90f4a3c094ca7064e96c726.jpg,1716,964,112
frame92_jpg.rf.0c1493da4d6d581893833b546c4e7e63,train\images\frame92_jpg.rf.0c1493da4d6d581893833b546c4e7e63.jpg,1780,1000,67
frame92_jpg.rf.9fb06496631005912097374f7f983552,train\images\frame92_jpg.rf.9fb06496631005912097374f7f983552.jpg,1546,870,66
frame92_jpg.rf.a8c48578e4d37844469aba2f4285839f,train\images\frame92_jpg.rf.a8c48578e4d37844469aba2f4285839f.jpg,1498,842,51
frame93_jpg.rf.02769ae848102fefafa4ed204593a980,test\images\frame93_jpg.rf.02769ae848102fefafa4ed204593a980.jpg,1920,1080,90
frame94_jpg.rf.2787d9df61810bcc75b75e569e370a5c,train\images\frame94_jpg.rf.2787d9df61810bcc75b75e569e370a5c.jpg,1422,800,50
frame94_jpg.rf.5868d0d81e98c8c56e6c5a2723a3ce88,train\images\frame94_jpg.rf.5868d0d81e98c8c56e6c5a2723a3ce88.jpg,1672,940,61
frame95_jpg.rf.b90e78b0846cd91e89db3af045eb3f7d,test\images\frame95_jpg.rf.b90e78b0846cd91e89db3af045eb3f7d.jpg,1920,1080,122
frame96_jpg.rf.6aee644ece3bf48144ee3d9b9b84dbbb,train\images\frame96_jpg.rf.6aee644ece3bf48144ee3d9b9b84dbbb.jpg,1910,1074,125
frame96_jpg.rf.cc36a98d12af7945383486154b1108da,train\images\frame96_jpg.rf.cc36a98d12af7945383486154b1108da.jpg,1672,940,108
frame96_jpg.rf.d50ebeb52fab9d78db1a23b0f0c80a3e,train\images\frame96_jpg.rf.d50ebeb52fab9d78db1a23b0f0c80a3e.jpg,1672,940,104
frame97_jpg.rf.0d8bf46bf06d4f248dec96e1b7395171,train\images\frame97_jpg.rf.0d8bf46bf06d4f248dec96e1b7395171.jpg,1706,958,99
frame97_jpg.rf.8f5bd4255688093e9257b374e10b525a,train\images\frame97_jpg.rf.8f5bd4255688093e9257b374e10b525a.jpg,1510,850,82
frame97_jpg.rf.96f87d469be2a028b416948028ded691,train\images\frame97_jpg.rf.96f87d469be2a028b416948028ded691.jpg,1384,778,46
frame9_jpg.rf.3b15d6eb535d4d7b3828d5d09c657ae0,train\images\frame9_jpg.rf.3b15d6eb535d4d7b3828d5d09c657ae0.jpg,1522,856,56
frame9_jpg.rf.90ddce17bcf96b932b8e99032c207a23,train\images\frame9_jpg.rf.90ddce17bcf96b932b8e99032c207a23.jpg,1486,836,47
