stem,image,width_px,height_px,bbox_count
image-95-_jpg.rf.d04edfa9659ed8a96b186ebe0f212d97,test\images\image-95-_jpg.rf.d04edfa9659ed8a96b186ebe0f212d97.jpg,1280,720,12
image-96-_jpg.rf.c24dbe0aac8b8a2cb09b8f40b9a27d6b,test\images\image-96-_jpg.rf.c24dbe0aac8b8a2cb09b8f40b9a27d6b.jpg,1280,720,9
image-97-_jpg.rf.f2a277579a21a108a4392d7ee5431d0f,train\images\image-97-_jpg.rf.f2a277579a21a108a4392d7ee5431d0f.jpg,1152,675,30
image-98-_jpg.rf.d79df3fba74d4e0acfcc96b387e322f9,valid\images\image-98-_jpg.rf.d79df3fba74d4e0acfcc96b387e322f9.jpg,480,360,18
image-99-_jpg.rf.b4b07e1d5b32b962094f34441b7427e8,valid\images\image-99-_jpg.rf.b4b07e1d5b32b962094f34441b7427e8.jpg,640,338,15
image12_jpg.rf.9debbfe43150d63f62aa67d3a395d84d,train\images\image12_jpg.rf.9debbfe43150d63f62aa67d3a395d84d.jpg,162,108,6
image12_jpg.rf.ca057be88d91c0174439c3140c2ce606,train\images\image12_jpg.rf.ca057be88d91c0174439c3140c2ce606.jpg,162,108,6
image12_jpg.rf.ffd7421f4e305813e3bcba4561d1e8ac,train\images\image12_jpg.rf.ffd7421f4e305813e3bcba4561d1e8ac.jpg,162,108,6
image18_jpg.rf.7c618e3d95e523e5f12ab8d513a55d78,train\images\image18_jpg.rf.7c618e3d95e523e5f12ab8d513a55d78.jpg,105,140,15
image18_jpg.rf.95b5c2869fe8d797033353c006f1c8db,train\images\image18_jpg.rf.95b5c2869fe8d797033353c006f1c8db.jpg,105,140,15
image18_jpg.rf.d7f90c8c60a0a6d89cc3609397f49da4,train\images\image18_jpg.rf.d7f90c8c60a0a6d89cc3609397f49da4.jpg,105,140,15
